133404,135233
133405,135541
133409,135820
133410,135356
133412,135620
133417,136004
133420,135528
133422,135230
133428,136084
133429,135421
133430,135489
133434,135807
133445,135588
133447,135449
133448,135132
133457,136264
133465,135083
133467,135834
133468,135834
133471,135929
133472,135395
133475,135568
133477,135702
133480,135558
133484,135447
133491,135447
133496,135880
133499,135650
133501,135214
133502,135395
133506,135667
133507,135075
133510,135788
133512,135834
133514,135595
133515,135768
133519,135450
133520,135509
133523,135483
133524,135645
133525,135410
133526,135044
133531,135172
133532,135806
133533,135548
133534,135502
133535,136271
133536,135749
133545,135795
133548,135654
133550,135096
133551,135162
133558,135461
133559,135749
133562,135502
133563,135707
133565,135877
133566,135620
133567,135177
133572,135346
133574,135486
133576,135233
133579,136263
133580,136271
133581,135069
133582,135395
133583,135172
133584,135052
133585,135022
133587,135454
133593,135627
133594,135075
133595,135172
133596,135718
133600,135062
133601,135421
133602,135667
133603,135463
133604,135527
133611,135351
133612,135834
133614,135532
133617,135015
133623,135877
133625,135783
133629,135069
133635,135929
133637,135548
133639,135481
133643,136172
133644,135748
133647,135820
133648,135454
133650,135454
133654,135766
133656,135555
133657,135351
133662,135766
133666,135190
133668,135628
133669,135576
133671,135788
133673,135158
133674,135532
133677,135696
133684,135788
133685,135486
133692,136172
133694,135768
133698,135351
133700,135788
133703,135706
133704,136126
133707,135861
133711,135421
133712,135535
133717,135075
133718,135449
133720,135489
133722,135654
133723,135527
133724,135604
133725,135970
133730,135970
133731,135201
133732,135748
133738,135150
133739,135993
133741,135492
133747,135313
133749,135069
133750,135449
133751,135287
133752,135824
133753,135528
133757,135768
133758,135346
133762,135233
133766,135459
133781,135558
133782,135850
133785,135616
133787,135461
133788,135230
133790,135233
133795,135568
133800,135214
133801,135707
133803,135047
133805,135569
133808,135748
133813,135702
133815,135840
133816,135591
133822,135467
133824,135481
133829,135395
133833,135616
133835,135075
133839,135706
133840,135454
133843,135929
133849,135704
133850,135415
133854,136087
133868,135502
133869,135449
133870,135588
133873,135555
133874,135588
133876,135447
133877,136229
133885,135929
133889,135850
133894,135421
133895,135627
133896,135532
133897,135467
133899,135450
133906,135541
133908,135463
133910,135528
133915,135718
133916,135834
133920,135287
133921,135467
133922,135759
133923,135083
133929,135840
133933,135929
133934,135535
133935,135788
133938,135702
133939,135591
133941,135069
133942,135132
133944,135509
133945,135594
133946,135748
133947,135744
133950,135783
133954,135750
133956,135150
133958,135349
133959,135450
133963,135604
133967,135044
133969,135555
133972,135766
133974,135569
133975,135749
133977,135594
133981,135528
133982,135180
133983,135190
133984,135820
133986,135351
133991,135022
133994,135159
134007,135569
134009,135769
134015,135158
134017,135396
134022,135069
134023,135489
134024,135604
134025,135450
134028,135052
134034,135511
134036,135460
134038,135158
134041,135450
134042,135604
134046,135750
134049,135842
134052,135594
134055,135345
134056,135395
134057,135750
134059,135555
134060,135807
134064,135620
134065,135481
134066,135783
134067,135696
134071,135750
134075,135095
134082,135172
134083,135095
134086,135421
134087,135172
134090,136229
134092,135461
134096,135558
134099,135645
134102,135650
134107,135177
134110,135807
134111,135062
134113,135492
134118,135569
134120,135449
134122,135654
134123,135696
134125,135483
134126,135177
134129,135242
134141,135877
134145,135421
134146,135732
134150,136026
134160,135568
134161,135162
134164,135492
134168,135702
134170,135535
134171,135096
134172,135346
134178,135620
134180,135057
134182,135159
134183,135447
134184,135047
134186,135748
134189,135509
134190,135172
134191,135806
134196,136087
134199,135783
134200,135180
134202,135132
134203,135871
134205,135706
134208,135132
134210,135421
134211,135555
134212,135911
134213,135454
134214,135449
134215,135095
134217,135047
134218,135483
134222,135022
134223,135645
134225,135473
134227,135576
134228,135541
134231,135177
134232,136264
134240,135177
134242,135022
134244,135459
134248,135230
134249,135146
134250,135759
134263,135752
134265,135752
134271,135349
134273,135356
134277,135704
134278,135877
134281,135349
134283,135328
134285,135880
134289,135851
134290,135871
134292,135396
134294,135449
134295,135052
134298,135047
134301,135069
134309,135132
134311,135447
134312,135578
134313,135062
134314,135541
134317,135527
134319,135518
134321,135555
134322,135759
134326,135132
134329,135616
134336,135820
134341,135483
134342,135840
134343,135744
134344,135313
134345,135086
134349,135518
134352,135096
134354,135331
134356,135627
134359,135880
134360,135569
134361,135146
134364,135489
134367,135768
134369,135511
134372,135483
134373,135351
134376,135396
134381,135518
134383,135748
134386,135732
134388,135124
134389,135824
134390,135233
134392,136271
134394,135752
134395,135993
134396,135993
134400,135096
134401,135970
134402,135349
134403,135180
134404,135044
134405,135616
134406,135769
134409,135834
134415,135124
134416,135548
134421,135712
134422,135527
134424,135707
134426,136263
134427,135591
134430,135463
134432,135806
134433,135492
134434,135015
134435,135752
134436,135057
134438,135558
134439,135788
134440,135396
134443,135748
134447,135509
134448,135834
134449,135851
134452,135460
134464,135842
134465,135578
134469,135083
134470,135172
134472,135645
134474,135707
134479,135057
134480,135463
134481,135328
134483,135718
134488,135233
134491,135861
134496,135159
134497,135511
134498,135461
134500,135421
134502,136087
134505,135807
134510,135880
134511,135410
134512,135807
134514,135142
134515,135871
134518,135861
134522,135158
134525,135591
134526,135044
134527,135555
134531,135970
134533,135421
134535,135473
134537,135481
134539,135266
134545,135783
134548,135177
134551,135351
134562,135568
134563,135748
134568,136084
134571,135460
134577,135345
134578,135461
134584,135854
134585,135535
134586,135578
134593,135328
134596,135993
134598,136004
134603,135467
134608,135052
134613,135744
134614,135718
134619,135460
134626,135346
134627,135712
134628,135820
134629,135620
134630,135276
134643,135568
134644,135535
134645,135415
134648,135062
134649,135214
134655,135489
134662,135548
134664,136004
134666,135707
134668,135759
134669,135447
134674,135541
134679,135645
134680,135667
134681,136172
134682,135667
134685,135083
134686,135150
134689,135594
134695,135528
134698,135313
134701,135162
134703,135214
134704,135313
134708,135190
134711,135172
134714,135616
134718,135840
134719,135158
134722,135576
134723,135159
134725,135768
134727,135535
134728,135395
134729,135696
134730,135180
134736,135850
134742,135162
134744,135704
134747,135057
134748,135395
134749,135706
134751,135807
134757,135627
134758,135851
134759,135627
134761,135159
134765,135840
134773,135595
134778,135650
134779,135616
134783,135214
134785,135233
134786,135604
134788,135604
134789,135351
134791,135230
134792,135509
134797,135764
134798,135650
