133412,"Сделка номер 855 от 18.06.2021"
133439,"Сделка номер 165 от 12.02.2020"
133490,"Сделка номер 190 от 12.04.2023"
133578,"Сделка номер 223 от 02.12.2019"
133623,"Сделка номер 251 от 30.01.2022"
133629,"Сделка номер 463 от 20.11.2020"
133711,"Сделка номер 122 от 15.08.2021"
133722,"Сделка номер 114 от 03.05.2023"
133753,"Сделка номер 026 от 29.05.2021"
133892,"Сделка номер 097 от 30.08.2021"
133921,"Сделка номер 321 от 22.08.2021"
133977,"Сделка номер 021 от 28.11.2021"
134031,"Сделка номер 917 от 25.09.2021"
134038,"Сделка номер 918 от 07.07.2020"
134087,"Сделка номер 591 от 22.06.2020"
134126,"Сделка номер 283 от 14.09.2022"
134191,"Сделка номер 552 от 03.10.2022"
134213,"Сделка номер 854 от 03.08.2020"
134214,"Сделка номер 736 от 17.10.2020"
134264,"Сделка номер 894 от 23.11.2023"
134368,"Сделка номер 005 от 23.06.2020"
134370,"Сделка номер 652 от 25.03.2020"
134373,"Сделка номер 698 от 22.11.2022"
134465,"Сделка номер 809 от 25.06.2021"
134561,"Сделка номер 705 от 05.04.2022"
134594,"Сделка номер 705 от 14.11.2020"
134598,"Сделка номер 329 от 07.02.2023"
134698,"Сделка номер 669 от 09.12.2019"
134723,"Сделка номер 486 от 27.11.2024"
134762,"Сделка номер 778 от 08.04.2020"
134811,"Сделка номер 401 от 07.11.2020"
134820,"Сделка номер 477 от 05.04.2021"
134873,"Сделка номер 643 от 16.09.2023"
